,Unnamed: 0,ID,region_id,private_business,prices,make,model,fuel_type,mileage,reg_year,eng_capacity,color,capacity,dayslive
3633,3633,32e9f44f8900002a6d9e78321201bc35551fb53d,-11,business,9250.0,peugeot,207,diesel,104000,2010,1560,blue,5,21
3634,3634,27fa5fccd8547f93cd59d48bea70d07a6db674c7,-11,business,16800.0,volvo,s60,diesel,100668,2012,1560,other,5,79
3635,3635,37d264cbc765ea921af4014e62c5e9e2c9c6d824,-11,private,3000.0,chrysler,grand-voyager,diesel,150220,2004,2500,blue,7,50
3636,3636,f9530179008b36939357b9586abb27dd7cddaf73,-11,business,33250.0,hyundai,tucson,diesel,16477,2017,1686,white,5,84
3637,3637,34cfd36ee49d01489d95695e136ee6b36d2fc2d4,-13,private,5750.0,ford,ka,gaz,82000,2010,1200,white,5,10
3638,3638,1fe532da8993077d996ed5e70e5c5586e815555a,-1,business,18970.0,honda,civic-tourer,diesel,27256,2015,1597,blue,5,37
3639,3639,304800f96c4d141600daea0ed0ef2de1612582fc,-11,business,10500.0,ford,ka-plus,gaz,9200,2016,1200,white,5,8
3640,3640,7f64169182e03ac1e2e4af1df2aaa41ac47012de,-13,business,17750.0,nissan,qashqai,diesel,103600,2014,1500,blue,5,7
3641,3641,1ddd8e67199da5a4c1670547fda81e828118823f,-11,business,17900.0,nissan,pulsar,gaz,2500,2017,1200,white,5,33
3642,3642,599b41f5339001b157c720a17057fbe56a396f0b,-15,business,689.0,fiat,punto,gaz,173000,1996,1000,red,5,8
3643,3643,f0ad2caa6988e3ff422eb6930671a8705d607456,-11,business,4450.0,renault,grand-scenic,diesel,199000,2005,1500,blue,7,15
3644,3644,dbb64fbde576d90090501f98591b1fd64bdaa926,-1,business,15850.0,citroen,jumper,diesel,90532,2015,2200,blue,3,24
3645,3645,6807614afd1a8875f459ffa4cfde914f3c93aabe,-3,business,29900.0,mercedes-benz,c-220,diesel,150000,2014,2143,blue,5,64
3646,3646,84e40348af4f80208dd95dbb90a06ab8ee89de26,-13,business,18900.0,fiat,500,gaz,30834,2013,1400,white,4,16
3647,3647,82cca1fd8e28993ba7a1da13d0bd46b5824ef911,-15,business,15200.0,peugeot,508-sw,diesel,133327,2011,1600,white,5,374
3648,3648,7442431ea2e0aa7c75356644a823193f6e1f4284,-10,business,21750.0,alfa-romeo,giulietta,diesel,23872,2016,1598,white,5,8
3649,3649,2262e2dca2f54d9c6ebce3033654ef35881798be,-3,business,12200.0,renault,captur,gaz,41650,2014,989,beige,5,102
3650,3650,1c513b72c7c4e87be258d63f52df68eac711c4e8,-11,business,34500.0,volvo,v60-cross-country,diesel,26500,2017,1969,white,5,274
3651,3651,98576b1555344534c91573c9573ff850d4ca6367,-11,business,14840.0,hyundai,i20,diesel,33000,2016,1100,white,5,59
3652,3652,6ea578ae2a8d0b8544c3b462700a1de3cec87286,-14,business,17800.0,nissan,juke,diesel,42000,2016,1500,white,5,7
3653,3653,9671b415716cbb52b3ee3697ce549b47ddda3a5d,-11,business,9900.0,fiat,500c,gaz,68000,2011,1242,white,5,331
3654,3654,548e510d5b0d683dbf01c78ec289d959957b50ee,-10,business,34900.0,bmw,520,diesel,125500,2014,1995,white,5,24
3655,3655,552d122e3bd302cb98d4ea77cc8bb8bba6cd7f6b,-13,business,9999.0,fiat,punto-evo,gaz,33000,2016,1200,white,5,48
3656,3656,c68ab41630870ca250f8a8179252e5a8699d9edf,-13,business,7900.0,fiat,500,gaz,44000,2010,1200,white,4,19
3657,3657,b882d8132020df930e29b8c3058bb5565250fa53,-11,business,23950.0,peugeot,3008,diesel,83000,2014,1600,white,5,36
3658,3658,59770cecf004d546222a45382d0ddfb717a01d49,0,business,15650.0,audi,a1,diesel,107000,2011,1600,blue,4,212
3659,3659,bd37cef2987ce0a73a626426c2a915f83ae5df84,-13,business,15750.0,audi,a3-sportback,diesel,147000,2014,1599,white,5,261
3660,3660,592f02c4d276f8b73137facbef775952f8fc38f2,-13,business,38500.0,bmw,420,diesel,48228,2015,2000,white,4,182
3661,3661,e41f8ab897f672e44abcc0a568b9035f9de8b217,-13,business,3499.0,audi,a4-avant,diesel,360000,1999,1900,blue,5,346
3662,3662,8dd05a98f0b86ceda002587b007e3f11d6df38d5,-13,business,5500.0,smart,fortwo,gaz,78000,2008,800,white,2,11
3663,3663,3b00bfad60bffe8115a1fea09c63bb50e08d811a,-10,business,14990.0,vw,transporter,diesel,158698,2014,1968,white,9,30
3664,3664,35dd929afdd09b947b44cea0acbe2d98e6e3de5a,-11,business,18980.0,peugeot,508-sw,diesel,125000,2015,1600,white,5,51
3665,3665,1f77b332c3c35a2d8cc0b90a87fd797be3c562de,-11,business,10250.0,nissan,qashqai,diesel,210000,2010,1500,golden,5,8
3666,3666,d767dd32e752629fdd5d7f5ba4097f8b9e14e914,-3,business,11500.0,citroen,ds3,diesel,114681,2011,1600,white,5,33
3667,3667,5695e9b86414ab6dce166a47a5ae0ade3c4bfbc4,-11,business,24500.0,nissan,qashqai,diesel,6917,2017,1461,golden,5,51
3668,3668,25ff106c63706223c7ead3e4891263fab1449a41,-2,business,29250.0,seat,ateca,diesel,6937,2018,1598,white,5,21
3669,3669,c4bd1c537e18a13eeac8404901a63e9eb7f20c37,-3,business,4450.0,land-rover,discovery,diesel,374751,1993,2494,green,7,41
3670,3670,a719958027bab8f67a8b4a96e6b9a9a26ff47052,-13,business,2700.0,opel,zafira,gaz,180000,1999,1600,blue,7,10
3671,3671,626dcbdde36e8f27750addd9caf877320ec4b063,-13,business,29250.0,seat,ateca,diesel,500,2018,1600,beige,5,28
3672,3672,a1c0c6ae3aae6bc5bea3cafdc9872083abb3e331,-11,business,3850.0,mercedes-benz,e-220,diesel,219225,1998,2190,green,5,24
3673,3673,e87dcef75c1181f13e5f06e6dd8380ee9f0f87cc,-13,business,19900.0,renault,captur,diesel,33589,2017,1461,beige,5,49
3674,3674,f91c97782b00571b60ce89794060241dfc77369c,-3,business,10999.0,renault,megane,diesel,149000,2013,1500,white,5,56
3675,3675,d5ae0ab75a268522eeefe6ef45f16bb846091e5c,-11,business,18490.0,citroen,ds5,hibride-diesel,96000,2012,1997,white,5,9
3676,3676,7891510ffdb343bdcd4900ec557e7cbacd419e02,-13,business,8900.0,renault,megane,diesel,120000,2012,1500,white,5,45
3677,3677,9b62183a94b87f8beb1f26c4a6f16585fed4646b,-1,business,5900.0,volvo,v50,diesel,279000,2006,1600,blue,5,13
3678,3678,efed577577fe493f326bd68ff4a619d33bedb1ed,-15,business,3999.0,audi,a3,diesel,288320,1997,1900,purple,5,47
3679,3679,d6b8c4c49c1f499e2c61434af8f0decfef51070b,-11,business,10550.0,citroen,c3,gaz,77574,2016,1199,other,5,29
3680,3680,f26e153c6656ce2699db2a25f5b43226c9be0400,-3,business,17350.0,volvo,v40,diesel,118000,2013,1560,blue,5,27
3681,3681,4b6e49503105edcd00210bf5b9cad4dc5f793a9b,-11,business,19600.0,renault,megane,diesel,70410,2017,1461,other,5,16
3682,3682,8c4049d94b1599b89469b8cbf3205078c5565d5b,-11,business,14490.0,renault,clio,diesel,20198,2017,1461,white,5,96
3683,3683,05f723c3dddb394d6897f6aad32ba02597d46c2b,-15,business,7900.0,smart,fortwo,diesel,95126,2012,800,white,2,64
3684,3684,b5faa6ef345e676b0afb42429ccc6d57427ae24c,-15,business,17900.0,volvo,v40,diesel,98140,2013,1600,blue,5,15
3685,3685,1af20fc812add66a8812f22404881e68ec26f18c,-11,business,19600.0,mercedes-benz,a-180,diesel,103205,2013,1461,other,5,17
3686,3686,7b582b86e86775c87c38dd0c57fa4126ecf0f9b1,-13,business,17950.0,peugeot,508-rxh,hibride-diesel,149000,2012,2000,white,5,50
3687,3687,7a7dcc8d65cee4915a929db1b21f4ce33dc59ee4,-1,business,25950.0,mercedes-benz,gla-180,diesel,112000,2016,1461,white,5,49
3688,3688,25cd98a806fe8abd0dfc35893d044315b1ead355,-13,business,13900.0,renault,megane-coupe,diesel,90000,2014,1461,blue,5,52
3689,3689,aa1af215952ca0c463e4bfde3446b86de423e05d,-13,business,10790.0,citroen,c3,gaz,42700,2015,1199,other,5,37
3690,3690,8272dce95de5cd140acf370f7f725151cefdeccc,0,business,14250.0,citroen,c4-cactus,diesel,56528,2014,1600,white,5,29
3691,3691,5e375fdece8c79908f12bbc46a78c4f1397d5ee6,-15,business,2650.0,renault,laguna,gaz,155591,2002,1600,beige,5,16
3692,3692,530e9ffbc4bfead773bf18fefeee1f8a0d23787e,-3,business,17900.0,mercedes-benz,a-180,diesel,97000,2012,1461,white,5,81
3693,3693,aa113f48e54c39c10a369955c3059d5004cae65f,0,business,19400.0,mercedes-benz,a-180,diesel,62246,2014,1461,other,5,11
3694,3694,351fcd823f7be81b2c8a2345af35ed12cee25ac9,-1,business,23250.0,bmw,i3,electric,32000,2014,1,white,4,44
3695,3695,3f7f16b243b733878aab9a4b7c6899b629091e8b,-6,private,12999.0,mini,cooper,diesel,170000,2015,1500,white,5,29
3696,3696,a12f99f99863d788661118d14a2fd48ed284c6bd,-11,private,7750.0,citroen,c1,gaz,23750,2016,10,white,4,13
3697,3697,cee2224b844ddc68e7d852bb59fcf95abdd66032,-11,private,9990.0,mini,cooper,diesel,125000,2007,1560,beige,4,23
3698,3698,0d46d69531766c957b01aaa3851633ab308f72c4,-15,business,12890.0,kia,rio,gaz,17600,2017,1248,other,5,55
3699,3699,45d3a6ac96802acd4efe63805120d003c3a8bbc3,-15,business,38900.0,mercedes-benz,cla-200,diesel,12393,2016,2143,red,5,55
3700,3700,135fb74ccab920a777c9012ae205932d0dd70733,-13,business,45000.0,jeep,wrangler,diesel,32000,2013,2800,white,5,36
3701,3701,8b1ab851a7ee55270f585601d8f8eafa4f5890b1,-11,business,14490.0,nissan,juke,diesel,65890,2013,1461,blue,5,18
3702,3702,15907fb7b50988ba1bf747940159e6ab9de4f31e,-11,business,29980.0,mercedes-benz,c-300,hibride-diesel,127424,2014,2143,other,5,10
3703,3703,8729a4cc484569f5620116ab5824c2c73121ef36,-10,business,22900.0,renault,megane,diesel,36000,2016,1500,blue,5,24
3704,3704,ec7d01a2e0196c176a8894e1699c655b797becc2,-3,business,19999.0,ford,s-max,diesel,185000,2012,2000,white,7,12
3705,3705,28ef09013363c5b0c9d6ec3f426c337f45115c7f,-11,business,7995.0,citroen,c1,gaz,30500,2016,1000,red,4,123
3706,3706,d5c7549af04d957e8414a1f724c42b1e530271d7,-14,business,1990.0,mitsubishi,space-star,gaz,182967,1999,1300,blue,5,50
3707,3707,243ae87bfe7c995254094a2126e4124db08f38ea,-13,business,23900.0,peugeot,308,diesel,30464,2017,1600,white,5,9
3708,3708,4d6f054606fda6b36252af799cf784c5e8ad0bd5,-15,business,14900.0,ford,focus-sw,diesel,122000,2014,1560,white,5,52
3709,3709,592061c78ba4f9168bf505de11c6cfdaa5c28f59,-13,business,12650.0,ford,focus-sw,diesel,138000,2014,1596,white,5,20
3710,3710,2dfd481a8743c2f1065bb6252ae8666d62965cc1,0,business,14900.0,peugeot,208,gaz,395,2017,1199,white,5,20
3711,3711,5074484f51cfbbea1a97ab16ea271b2e483f7e31,-11,private,12000.0,peugeot,508-sw,diesel,147000,2011,1600,blue,5,23
3712,3712,d9dc81a1d999c5ccdfbefba6836decd821d867b5,-11,business,16990.0,renault,captur,diesel,24264,2017,1461,orange,5,43
3713,3713,91538a6dc582bdf250b5f71634bc7eefb4de0987,0,business,17400.0,nissan,juke,diesel,44000,2016,1500,blue,5,111
3714,3714,7d37e7dda2240669ba4bb52e1e50190a555c674a,-11,business,13750.0,peugeot,208,diesel,18920,2017,1600,white,5,137
3715,3715,1385b1901f09c8450336050dd7630f1222b0c8a8,-17,business,14950.0,peugeot,308-sw,diesel,157482,2014,1600,blue,5,156
3716,3716,5ac7317ae706d8f052edcf3b8adae7bf833b4b20,-11,business,12990.0,renault,megane,diesel,125000,2012,1500,other,5,72
3717,3717,6fe03f8552b0289bc50937e72a2b5ac95702ba81,-13,business,13950.0,audi,a1,diesel,130000,2011,1600,white,4,12
3718,3718,52607bc3fedebaf3965aa1b69b4f7ea06c0f7417,-14,business,18750.0,peugeot,308-cc,diesel,82000,2013,1560,white,4,27
3719,3719,e0397232a17faab0280cf4b7a3acd204cd8e43ae,-11,business,12250.0,renault,clio-sport-tourer,diesel,109255,2013,1461,red,5,57
3720,3720,c24543aaa042ebd658c1b950b3c0e054bb104e3a,-10,business,18450.0,opel,astra,diesel,25144,2017,1598,blue,5,127
3721,3721,c594bcdddf8f9282fdfd994ea1d964b5168d9540,-11,business,4590.0,kia,picanto,diesel,130800,2007,1100,blue,5,67
3722,3722,cdef586fdd61c43d7c21fc3375a7ef1ebe74999e,-11,business,9750.0,mercedes-benz,vito,diesel,276000,2007,2200,white,6,28
3723,3723,d237101b82e8e2aaf3ba52e7fdbc51c43b2c1483,-13,business,17400.0,volvo,v40,diesel,94000,2013,1600,white,5,21
3724,3724,d2c23f2f59647340fd232a38ce457be8b71c56db,-3,business,13500.0,bmw,118,diesel,132000,2008,2000,blue,5,32
3725,3725,2989ea93929f3281c96fc3ffa949bbfd6420c6c7,-15,business,16800.0,renault,clio-sport-tourer,diesel,50385,2017,1498,white,5,39
3726,3726,198011b5a7e8a15b015c4220778044965d6e30ff,-6,business,12650.0,renault,clio,gaz,25600,2016,989,white,5,105
3727,3727,6ecad37fed723d4336ccebe780ae28a64e0d0df2,-11,business,54500.0,porsche,boxster,gaz,38000,2014,2706,blue,2,7
3728,3728,2fe586e1e331bd0dd7531c619523ce2e6d68a054,-10,business,3500.0,mercedes-benz,190,diesel,279240,1991,1997,white,5,31
3729,3729,47d94d5c6c22864fd2730083f8abf306c7ab5004,0,business,17400.0,peugeot,expert,diesel,74769,2014,1997,other,9,26
3730,3730,2797b3c1b7c996589f72e44814f6fbbd08e8e343,0,business,13750.0,kia,picanto,gaz,2000,2018,1000,white,5,38
3731,3731,01cc546d93bc97532387d68fd4f320ecad4ef8d7,-3,business,1280.0,renault,laguna,gaz,104000,1995,2000,green,5,14
3732,3732,3832ecd33579dd8ee7cf55b9227a06bfc9b76f9d,-11,business,5780.0,peugeot,308,diesel,158000,2008,1600,blue,5,10
3733,3733,2f979db1e8e256ace117b8532bd96c375c76c276,-11,private,1750.0,peugeot,206-plus,gaz,75868,2009,1124,blue,5,11
3734,3734,5d9a42d8934f04b1ee62bfccb0d46fa32832ab22,-1,business,5250.0,renault,clio,diesel,220000,2009,1500,white,5,298
3735,3735,6d3bc00a025a68aa6cd2006b7e4af284b55e1457,-11,business,11500.0,mercedes-benz,clk-200,gaz,115000,2003,2000,blue,5,31
3736,3736,137ae41f4edb640f7530e7eaaf7b7c602fbd2fac,-11,business,21250.0,audi,a3,diesel,53818,2013,1598,other,5,71
3737,3737,50f001effa9bf13fa0db8627f71478d0892dbece,-11,business,1150.0,ford,ka,gaz,148028,1997,1299,green,4,101
3738,3738,0014c6fd6b4468d1debe8fc0b4ba8f55447edd9e,-13,business,3750.0,opel,corsa,diesel,195000,2005,1300,white,5,36
3739,3739,9790e2b91f3419774c76f2ac74667cec55debcdb,-13,business,14250.0,renault,clio,gaz,7,2017,898,red,5,137
3740,3740,9e565d762bc6d11e350b5e89811ca9c62cd7c43d,-1,private,30500.0,audi,a5,diesel,156000,2012,2997,blue,5,47
3741,3741,8c1c57ce545ed8a95e85167b09a4b3a2505e1375,-11,business,15500.0,renault,megane-sport-tourer,diesel,120900,2015,1500,other,5,56
3742,3742,f68dad75ad2c140b39decdffbdca232024f79328,-11,business,8500.0,fiat,500,gaz,44500,2013,1200,red,5,26
3743,3743,f9190b6bf68e5aa29794f4df8224af3bf91ac7a9,-13,business,8690.0,mitsubishi,space-star,gaz,57935,2013,1193,white,5,92
3744,3744,9b5541cf39ea467a3e834bbf3ef03b4da4a4570d,-3,business,22900.0,volvo,v60,diesel,108000,2013,2000,white,5,54
3745,3745,8702e559242eaa8fc17d090f3c0b3571ce83d2b4,-1,business,13500.0,renault,megane,diesel,90000,2014,1500,white,5,12
3746,3746,e0846ebf4b653769d7a1cb5b6fd56035310a5c04,-11,business,24990.0,nissan,qashqai,diesel,6857,2017,1461,white,5,46
3747,3747,94a37f695b2a9a2f26cd29cd44f352353dd76f3b,-13,private,49000.0,mercedes-benz,a-45-amg,gaz,27000,2013,2000,white,5,20
3748,3748,b33ec758268775dea3903122eae7597207cf39f9,-15,business,13000.0,audi,a1,diesel,166000,2010,1598,white,4,50
3749,3749,ba654466f41b1160a67f7e5c3cb8bd7fec05f7bf,0,business,8990.0,mercedes-benz,clk-200,gaz,200000,1998,1990,blue,4,139
3750,3750,8e4565901125f5f0c3aeb96f37cb0d9cc921e512,-11,business,19250.0,opel,astra,diesel,23000,2017,1600,white,5,162
3751,3751,59096d5156762de1099521f6ae37efa32902a310,-13,business,3900.0,peugeot,306-cabriolet,gaz,179213,1995,2000,red,4,26
3752,3752,e81a7f8778247ee57b08f0110b6b3af3b986590b,-14,business,2500.0,renault,espace,diesel,180350,1998,2200,blue,7,17
3753,3753,de858bee6fd2389783ac44feeec08d931f705bb5,-11,business,10500.0,smart,fortwo,gaz,43209,2014,999,white,2,44
3754,3754,318f9e90120538ae900ee3a6bb4fa613156dfe3a,-11,business,10750.0,seat,ibiza,diesel,68254,2014,1199,white,5,87
3755,3755,e2ae019e551f03832dbd232ec71e462b820c8fc3,-14,business,14650.0,citroen,c4-cactus,diesel,82000,2015,1600,white,5,160
3756,3756,5627f9e5f135d1c4686ba6511dc7dc8267315305,-11,business,10950.0,alfa-romeo,mito,diesel,102000,2009,1598,red,5,8
3757,3757,4d2f255c6cd85d19f612c7f2182dbf85c0604faa,-11,business,24900.0,nissan,qashqai,diesel,8300,2017,1500,white,5,50
3758,3758,da0189d22a6e2c36a14378139bf4a555942cd39d,-11,business,2899.0,audi,a4,diesel,370000,1998,1896,blue,5,229
3759,3759,9c59c2427cc0b1bf4dddb8476f2c8c960e835d35,-15,business,34990.0,land-rover,evoque,diesel,83952,2013,2179,white,4,286
3760,3760,6d78a3a60862fe9a9801c654a133488fb718e55e,-18,business,12500.0,volvo,xc-90,diesel,211170,2004,2400,blue,5,158
3761,3761,a06af7b7bf69013eae453f6f5fb0845042097e36,-11,business,13750.0,renault,megane-sport-tourer,diesel,44000,2014,1500,other,5,15
3762,3762,30495d74396a9504920344d635de09f10864306e,-11,business,11500.0,toyota,aygo,gaz,13211,2017,1000,red,4,157
3763,3763,37431fed320d8560692511e023e9c15007618e36,-15,business,25500.0,vw,sharan,diesel,145000,2013,2000,blue,7,19
3764,3764,8bba699840647b7e1d130d4a0cb762b194a609bc,-15,business,39500.0,bmw,420,diesel,25000,2017,1995,white,5,74
3765,3765,ad06cb04ae78027d2f463edee1ba8fe9860e1d97,-13,business,13750.0,bmw,520,diesel,209000,2006,2000,blue,5,15
3766,3766,c3d243d1baa50e93bfd2d406f0505aa348ca62c0,-14,business,37000.0,mercedes-benz,cla-180,diesel,1500,2017,1498,white,5,41
3767,3767,7e81cb7aa4d7b2fc15eaad969f25c59dbac2f885,-11,business,13900.0,renault,megane-sport-tourer,diesel,149200,2012,1461,white,5,52
3768,3768,f3ce6be67a31e6930ee8ed7b3f01d8ee04604c8c,-13,business,10500.0,opel,astra-sports-tourer,diesel,190000,2011,1700,blue,4,32
3769,3769,3560ed846614e11d06b22672dfad97ea326fcb92,-11,business,1450.0,hyundai,accent,gaz,160000,2000,1300,blue,5,7
3770,3770,db1f61110f31050053cf15cc9c4bf03b6fd600be,-17,business,9000.0,fiat,500,diesel,101000,2008,1300,beige,5,314
3771,3771,c42a44519deea93556301c70cf09f249c7b8e516,-10,business,11740.0,opel,corsa,gaz,15228,2017,1200,white,5,204
3772,3772,91865a73581441fece6c310a285517e2a0446933,-11,business,19350.0,renault,megane-sport-tourer,diesel,48673,2015,1461,other,5,80
3773,3773,61a87bfb996874a3b75e1196011308d4907d1d90,-11,business,28500.0,mercedes-benz,a-180,diesel,56224,2015,1461,other,5,86
3774,3774,38d706d734ea8a79f9da35f18a2b0fd688aa2ee9,-11,business,22750.0,opel,astra,diesel,50041,2016,1598,other,5,61
3775,3775,220c4de988ee3befa1832e785a0f66139259120f,-13,business,1250.0,peugeot,306-break,gaz,168727,1999,1400,white,5,63
3776,3776,b9f3499114b0d6af4045c61e45a29821ba5b4f73,-1,business,11250.0,citroen,c3-picasso,diesel,101000,2010,1600,white,5,83
3777,3777,8d43713bf6d8654c6b1d359593c954ca11c8b2b7,-16,business,15000.0,citroen,c4,diesel,122000,2013,1600,white,5,33
3778,3778,7a337fbd0732b88ab7f6934d26f16586a0a7f5e3,-1,business,9990.0,opel,astra-gtc,gaz,190000,2008,1600,beige,5,56
3779,3779,e4e120c0f419f1fe6a747f91c273aeac4f22bf53,-3,business,5750.0,mazda,3,diesel,289000,2008,1560,blue,5,9
3780,3780,da302f121f0adb7f259c640e22b5c506b469b1c2,-10,business,11190.0,vw,polo,gaz,22950,2016,999,white,5,21
3781,3781,8780e078a88573779c1a64304abeeed21ff7b745,-11,business,24500.0,bmw,318,diesel,64000,2013,2000,white,5,39
3782,3782,912ace372cf21f302fcd5a9631d29d8411708d99,-11,business,21250.0,kia,ceed,gaz,25000,2015,1591,white,5,169
3783,3783,90e4000d84e7bcd17ea15eda54c29ac4a181d4b3,-10,business,1300.0,opel,astra-caravan,diesel,233000,1995,1700,blue,5,88
3784,3784,f9d36fd55b497297494f00f7f2448ffae59c3d63,-1,business,6700.0,peugeot,208,diesel,35809,2015,1400,white,5,17
3785,3785,9b8bf7514843d590ba77f6ae593e4a8023a65a69,-11,business,14900.0,vw,up,gaz,10,2017,999,blue,4,89
3786,3786,acd2c9a91231594cb12279a619347fdb70c0179d,-11,business,19150.0,opel,insignia,diesel,102634,2015,1956,other,5,74
3787,3787,ece3417744330a303d91a01f700f73abab882b96,-11,business,28500.0,audi,a3-limousine,diesel,100,2017,1598,blue,5,44
3788,3788,6451da6234d6333bf42ed39a9d4dbef3fc0b770d,-10,business,42500.0,bmw,x6,diesel,102000,2010,3000,white,4,308
3789,3789,0ef581f823a8c4732a7746b1aa9a596645a2f0e3,-11,business,16800.0,vw,golf,diesel,126054,2014,1598,other,5,57
3790,3790,6e1e470642bf9ac8d3c9554f560e23b02a638763,-1,business,19900.0,nissan,qashqai-2,diesel,74890,2013,1600,white,7,25
3791,3791,ac6857225ec7556f0fd2fbe1a08cc149cbe1ed4c,-13,private,36000.0,bmw,320,diesel,34000,2015,1998,white,5,20
3792,3792,57074086e0a671295194563ef7da24d644be8f07,-3,business,22900.0,bmw,116,diesel,117500,2012,2000,red,5,20
3793,3793,e4a43b0af2a2e8c004331ac98640848a4261f27a,-15,business,3750.0,hyundai,trajet,diesel,138000,2001,2000,blue,7,20
3794,3794,a6d27c79b71756acf90ecdf5905a2b5970e161df,-11,business,9950.0,seat,ibiza,gaz,18373,2016,999,other,5,14
3795,3795,db12402c0dbb766d1b6d823a5b8a5a2202b2ca17,-6,business,9999.0,vw,polo,diesel,63000,2013,1199,white,5,11
3796,3796,f37e53758cff05f116465d4421ab6ce932cbbe86,-11,business,25800.0,bmw,316,diesel,115572,2015,1995,other,5,51
3797,3797,ca12144ef88d395859bb8300c756a2fb7dd1b39f,-11,business,13250.0,peugeot,208,diesel,55400,2016,1600,white,5,19
3798,3798,08edd165fa26e1d4476315f4ce65bb3916aa417c,-13,business,7250.0,opel,vivaro,diesel,290000,2007,2000,white,6,8
3799,3799,d176d77b6740f55b3ab5a526a2576b3510da8420,-13,business,6950.0,bmw,318,diesel,245000,2004,1995,blue,5,10
3800,3800,37e86c3b23070028be5ba24af04929c118c02a40,-13,business,16950.0,lexus,rx-400,hibride-gaz,113000,2008,3311,blue,5,192
3801,3801,9d1240daf975613f6385e83b667c80dd19b0c905,-3,business,14500.0,peugeot,308-sw,diesel,118000,2014,1560,white,5,19
3802,3802,f8f75721237a826c2b283cde929d32124e8989b3,-8,business,12900.0,renault,megane-sport-tourer,diesel,117000,2014,1500,white,5,67
3803,3803,225905fd4c59e5c5822a272d4977038cded10923,-13,business,21990.0,bmw,320,diesel,190000,2014,2000,white,5,31
3804,3804,d52c18606b8a73e8832a9ae4c9fffd67a16c224d,-13,business,34500.0,mercedes-benz,c-220,diesel,128000,2015,2143,white,5,97
3805,3805,3aed030bcc18b74a3afe382631050064545b97d2,-1,business,10000.0,alfa-romeo,mito,diesel,138000,2010,1300,white,5,80
3806,3806,502f561e349948208037c9b3d82776e8ffe1949c,-11,business,5250.0,peugeot,307,diesel,250000,2006,1600,red,5,29
3807,3807,da16791a548cdb79c8d0f2992ec10beecd3fb07c,-11,business,4950.0,citroen,c3,gaz,99000,2008,1100,blue,5,91
3808,3808,348eb3c86f5f951b218c11b723be9ec7a4144b19,-10,business,41990.0,land-rover,evoque,diesel,27053,2013,2179,white,5,139
3809,3809,6381b3c40d688c374262f8c12d53fcf4f2d8825f,-1,business,13000.0,toyota,yaris,gaz,40950,2016,998,white,5,8
3810,3810,f81f479045a2135ae616ef55845a38c24e58dbc8,-11,business,18250.0,bmw,116,diesel,71000,2013,1598,white,5,28
3811,3811,1f7c8e0385d864053e8df85e2db48fcdf36ca4e5,-13,business,5390.0,mitsubishi,pajero,diesel,250000,1996,2477,red,5,59
3812,3812,6b05b3acda90687fd4b6d6f1d8938238c2568054,0,business,16490.0,mini,cabrio,diesel,75000,2011,1600,green,4,31
3813,3813,fa425982634a200a166a221f54fbc1394ecc4b9f,-11,business,33900.0,mercedes-benz,vito,diesel,48400,2015,2143,blue,9,18
3814,3814,a975849ec6176aa5c2d4ab6c1f7d78ae68c3aa7b,-11,business,15800.0,bmw,520,diesel,163200,2007,2000,white,5,17
3815,3815,f5315c541688f9121292b694897eec94dabb6fed,-13,private,24500.0,vw,golf,diesel,127000,2014,2000,white,5,35
3816,3816,a85e68e0e8f623b74f743d4b9f53b88b24787e02,-10,private,13750.0,volvo,v70,gaz,131000,2010,1999,white,5,14
3817,3817,70636c6e699a9caa0d1ef856049df3c59f72d06c,-11,business,31950.0,renault,talisman,diesel,20230,2016,1600,blue,5,10
3818,3818,43edf33696ae86eebfda3bf619b036b2665996df,-13,business,24900.0,mercedes-benz,a-180,diesel,14000,2016,1500,white,5,16
3819,3819,f1862f81d29cd7aa73979a1cc16757f0e90efeb9,0,business,17500.0,nissan,pulsar,diesel,21742,2016,1461,white,5,98
3820,3820,c552f7bae9c4aeffb5df28bfd5d49ba65341f701,-1,business,9599.0,nissan,navara,diesel,96000,1999,2500,blue,5,31
3821,3821,990dca201d84e20fe7631bf851b07b592d485dce,-3,business,19250.0,ds,ds5,diesel,132000,2015,1600,other,5,177
3822,3822,f013f5aefe34352715e1702c0ccb354c09818be7,-3,business,24990.0,citroen,c5-tourer,diesel,23104,2017,1997,blue,5,281
3823,3823,be5a73e45fc3eef398a595137ebaab0706c34298,-15,business,5850.0,toyota,celica,gpl,210000,1996,1800,red,4,29
3824,3824,2136b4e6b19d7c4216670b6344ebb84d9234714d,-14,business,5000.0,audi,100,gaz,298000,1992,2200,red,5,12
3825,3825,e04b4cf3935c394d855ee08662c009b245ffda2f,-13,private,16990.0,mini,countryman,diesel,69250,2013,1598,green,5,36
3826,3826,8ef8eeddc31b0dcc736abab408e0fea31fe15c55,-3,business,3450.0,renault,megane-break,diesel,220000,2004,1461,other,5,54
3827,3827,b9d5ba7dddf7e0d02f72b644f3a366667732ca0b,-13,business,14390.0,vw,passat-variant,diesel,102723,2012,1598,other,5,7
3828,3828,f636ecc58ccede348466ab975c50d0dd0eccce3e,-11,business,11950.0,honda,jazz,gaz,50900,2014,1200,white,5,350
3829,3829,fb6a9a6fac155239fc895d7c07f2a40e3b5c185e,-10,business,5500.0,mercedes-benz,e-220,diesel,300000,1999,2200,blue,5,95
