,Unnamed: 0,ID,region_id,private,price,make,model,fuel_type,mileage,reg_year,eng_capacity,color,capacity,dayslive
16150,16150,68be210408bd9675ffd5441a9f5a32b3b2ebeb4b,11,business,14600.0,vw,polo,diesel,10.203777313026992,2015,1422,other,5,15
16151,16151,9eb878c316ad5e21ae1f51316f5cd9602518afc3,13,business,14800.0,peugeot,308-sw,diesel,11.911701584927597,2014,1600,white,5,28
16152,16152,b7849a6bcb34e5a689bee8b91b267bc25d58df32,15,business,13900.0,mini,one,diesel,10.561007555452923,2015,1496,blue,4,71
16153,16153,3916d5ea1c372d826ecf2cf5b24a2ffe9fb7c329,13,business,10250.0,fiat,panda,gaz,2.302585092994046,2018,1242,white,5,74
16154,16154,2a35b4cdfdb55c240ac7ca26a8a35a4344b3b332,11,business,13800.0,opel,corsa,diesel,9.641408247463852,2016,1248,other,5,69
16155,16155,c5603e6c67a58e18756decbb25a79c258d795d7d,6,business,15750.0,ford,fiesta,diesel,10.630287087057917,2017,1499,blue,5,29
16156,16156,357305d6417b6c921fd1c2a633df2697fbc9397b,8,business,10950.0,renault,clio-sport-tourer,gaz,10.373491181781864,2015,900,brown,5,69
16157,16157,b1745ecc00f15624d5a0ac03a26b276f3035f457,11,business,10250.0,smart,fortwo,electric,10.920907862260288,2013,400,white,2,38
16158,16158,dbf754db5d87ad72999b914a4ec2d1289d9df262,11,business,9950.0,citroen,c5-tourer,diesel,12.323855681186558,2012,1600,white,5,28
16159,16159,26665ad42bfb9c6ec030649e4dfb4e6ea13fa533,6,business,10750.0,mini,cooper,diesel,11.953648315822207,2008,1560,green,4,8
16160,16160,60873b11efa3b23fd4a4799d6608aa9a982c4b22,15,business,11790.0,vw,up,gaz,9.665674427237482,2016,999,white,4,52
16161,16161,ea9d368efd210e5948cb5e8467ec77391d66c1b9,11,business,12400.0,vw,polo,gaz,10.229115487402662,2016,1197,white,5,109
16162,16162,0c7b49780591f743da9fba34b9ae3ee787658408,13,private,1350.0,rover,414,gaz,11.03488966402723,1997,1400,other,5,14
16163,16163,97a60562b6d69a2ee27330c7e334b9f154ff8658,11,business,1.0,fiat,500,gaz,10.968198289528557,2012,1242,white,4,22
